-0.292659514,-0.516069288,0.021564547,0.144309983,-1
0.082403554,0.369887823,0.158172898,0.041437744,-1
-0.418376014,0.07231221,-0.24781426,0.696987731,1
-0.244286961,-0.85012905,-0.615081347,0.703994431,1
0.297947579,0.060597346,-0.626697043,0.96492106,-1
-0.280270472,-0.603399825,-0.675576559,-0.186771852,1
-0.402629705,-0.081183246,-0.466094382,-0.409301588,1
-0.861439373,0.58525357,-0.382417671,-0.855516458,1
-0.446538345,0.361589382,-0.707054982,-0.232220775,1
0.192951144,-0.391386763,0.1232098,0.177366005,-1
0.546547736,-0.365157692,-0.131714975,0.074338225,-1
-0.104443075,-0.172454296,-0.218427398,-0.231484687,-1
0.027869067,-0.619869145,-0.543138176,0.130279188,-1
-0.083544957,-0.131812952,0.159226546,0.304083831,-1
-0.788160941,0.244516718,0.172860729,0.120696521,1
-0.317332382,-0.397377363,0.183341703,-0.475238645,-1
0.717619457,-0.572779994,0.522240219,-0.525724321,-1
-0.688048481,0.397428752,0.456144617,0.177483905,1
0.113505052,-0.297100855,-0.388521172,0.508169984,-1
0.407039804,-0.340272549,0.746358087,0.025524934,-1
0.213106151,-0.029719298,-0.376062798,0.63814818,-1
0.045420872,0.852180662,-0.681173352,0.102666896,1
0.067293101,-0.596562745,0.00739907,-0.282494335,-1
-0.114067294,0.363427334,0.177792203,0.752538713,-1
-0.268905716,-0.242962024,0.639215794,0.620540021,-1
-0.000843375,-0.452164275,0.508264449,0.475409606,-1
-0.142193543,-0.211923377,-0.635831476,-0.026185504,1
-0.300744946,-0.141717032,-0.632053472,0.495470972,1
0.336601102,-0.477853769,-0.350788225,-0.032771118,-1
0.384678385,0.495899503,-0.52423555,-0.597229929,-1
-0.645134488,-0.272496952,0.242719394,0.288382835,1
0.289091761,-0.051641679,0.048507092,-0.19620054,-1
0.149502524,0.878821206,0.016115478,-0.334940097,-1
-0.035557701,0.590989895,0.227548251,0.143193177,-1
-0.572454493,0.530496789,-0.802914882,-0.399151899,1
0.024790635,-0.204503662,0.051188176,0.306357202,-1
0.03358715,-0.202638086,-0.395492798,0.376508429,-1
0.500281339,0.073205542,0.183658141,-0.340843014,-1
-0.464690194,0.33409819,0.256896565,0.565984341,1
0.756509801,-0.448927623,-0.40654593,-0.323725822,-1
-0.211426433,0.699480225,-0.008426114,-0.229760856,-1
0.240685119,-0.269234056,-0.067339511,-0.448745234,-1
-0.099198276,0.085832203,-0.552633444,-0.159477483,1
0.278708269,-0.09397392,0.909178672,0.195434163,-1
-0.71157782,-0.403049901,0.448648938,-0.390257608,1
-0.063383579,0.712089804,-0.747144734,-0.412816657,1
0.114161951,-0.168652015,0.720348153,0.464838581,-1
-0.351755012,0.450297899,-0.234884494,0.005170501,1
-0.508969955,-0.020302289,-0.678995632,0.023639361,1
-0.556036937,0.351015038,0.813621161,0.075606991,-1
-0.212657659,0.331791063,-0.741765307,0.087509465,1
0.616710037,0.113322826,0.492801423,0.278901656,-1
-0.203849937,0.486451881,0.629239241,0.044678306,-1
-0.064712988,-0.488186154,0.410014534,0.619778845,-1
0.264500864,0.270830227,-0.369892998,-0.002148807,-1
0.31636162,0.665537678,-0.37694753,0.823892355,-1
-0.050108042,0.227960964,-0.216730899,-0.457935307,-1
0.073203531,0.722500565,0.01103516,-0.173910047,-1
0.394348515,0.150372961,-0.403884435,-0.424479098,-1
0.215038528,-0.218522462,-0.607745999,-0.087116557,-1
0.062664341,-0.446194261,0.102431607,-0.763325711,-1
-0.228403706,0.541242213,-0.469149355,0.232372705,1
0.032827913,0.402820119,-0.219928441,-0.290105997,-1
-0.132594328,0.514928587,0.338331356,0.318839114,-1
0.111749613,0.17950693,0.197269021,-0.38740322,-1
0.464361631,-0.232637552,-0.523194899,-0.653541119,-1
-0.233734206,0.148867261,0.841199119,-0.647135007,-1
-0.72932961,-0.154935346,-0.396008993,-0.438654558,1
-0.183443242,0.565465495,0.1912599,-0.596568342,-1
0.636421093,-0.523602161,-0.306425842,0.227310063,-1
0.163503632,-0.142112684,-0.156407549,-0.066638889,-1
